,content,count,emo
0,泰裤辣,23,3
1,要来力,19,3
2,家电下乡,8,4
3,泰酷辣,4,3
4,格力,4,2
5,蓄力中,3,3
6,叹冷气,3,3
7,开始吟唱,3,4
8,吹冷气,3,0
9,塑料粤语,3,1
10,这是谁,3,3
11,笑死,3,2
12,董明珠,3,2
13,好空调格力造,3,1
14,支持家电下乡,3,4
15,笑死了,3,2
16,扑街,2,2
17,口型对上了,2,2
18,配音,2,2
19,董明G,2,3
20,要来叻,2,3
21,冷气,2,0
22,点解嘅,2,3
23,好劲,2,3
24,叼你,2,2
25,卧槽深圳,2,2
26,每日一遍,2,5
27,痴线,2,3
28,升华了,2,5
29,笑死我了,2,2
30,图穷匕见,2,2
31,家电下乡泰裤辣,2,4
32,好你条铁,2,4
33,泰裤啦,2,3
34,泰型喇,2,2
35,我唔理,2,3
36,雅史啦你,1,3
37,来咯来咯,1,2
38,好条捻,1,1
39,泪目了董小姐,1,2
40,型到爆,1,1
41,王君馨,1,4
42,如 弱 而 智,1,3
43,畀bi我,1,2
44,毫无违和感,1,3
45,卧射深圳,1,2
46,Hikari幻听,1,5
47,坐等四川话,1,1
48,口音有点奇怪,1,4
49,这个人是谁,1,3
50,泰cool辣,1,3
51,我先笑为敬,1,4
52,屁话真多,1,1
53,丢雷楼谋,1,3
54,叹冷气会好D,1,4
55,好条铁,1,4
56,把固执改成硬颈,1,3
57,好好地吹了,1,1
58,我擦深圳,1,1
59,河南粤语,1,1
60,来咯来咯要来咯,1,2
61,傻的吗,1,2
62,好你嗨,1,1
63,这货谁,1,2
64,电器下乡,1,4
65,乜水,1,1
66,抬裤拉侠,1,2
67,阳江粤语,1,0
68,妖人,1,5
69,格力空调确实棒,1,5
70,说的话太有逻辑不像,1,1
71,红馆演唱会,1,2
72,捞音,1,4
73,ong鸠鸠,1,2
74,油光满面,1,3
75,深圳也不说粤语,1,0
76,其实说的还行,1,3
77,粉肠,1,1
78,他声音好可爱,1,4
79,什么怪物,1,5
80,好到嗨甘,1,1
81,懂明珠,1,3
82,回水,1,1
83,深圳会讲粤语的不多啦,1,2
84,弹幕太有树脂辣,1,3
85,顺德人吹美的,1,3
86,我唔嗨度,1,3
87,笑死我,1,2
88,你未死,1,1
89,董明珠确信,1,3
90,去洗把脸吧,1,0
91,真油,1,3
92,内娱完了,1,4
93,格力新代言人,1,3
94,知你条铁,1,4
95,省流太裤拉,1,3
96,好上头,1,3
97,甘就太耗电了,1,1
98,要来力喜,1,3
99,梅开二度,1,2
100,gym叫声,1,1
101,有没有珠海格力的朋友,1,0
102,收皮啦,1,1
103,请问你是gg还是mm,1,2
104,叼㴰你,1,1
105,泰cool啦,1,3
106,冷气冷气冷气,1,1
107,董明珠你好,1,2
108,电9死你锕,1,0
109,WTF,1,3
110,粤语是叫冷气,1,0
111,钠渴泰耗乐,1,4
112,我已经开始笑了,1,4
113,知某知呀,1,3
114,喺隔离,1,3
115,戳了是美的,1,5
116,粤语勿Q,1,2
117,我睇左d咩,1,2
118,你up乜,1,2
119,长得确实像董小姐,1,2
120,粤语最好听,1,4
121,边个,1,3
122,笑瘋啦,1,2
123,这个好帅,1,3
124,挂黎条铁,1,3
125,就是让世界爱上中国造,1,5
126,给我点尖giao声,1,2
127,空调改为冷气好d,1,0
128,这是深圳不是珠海,1,0
129,深圳是坤坤地盘,1,1
130,粤语好好听,1,2
131,我挂住你哋,1,1
132,更耗电,1,2
133,好你卤味,1,3
134,泰裤の小曲,1,2
135,家电落乡,1,2
136,大哥格力在珠海,1,1
137,绝望文盲,1,3
138,麻痹 土到掉渣,1,3
139,回乡下家电,1,2
140,格力掌握核心科技,1,5
141,广东准备要开空调了,1,0
142,Zzet,1,3
143,累个西铺该,1,1
144,不标准,1,1
145,泪目了,1,4
146,一下高级了,1,2
147,塑料白话,1,1
148,我挂住你滴牙,1,1
149,笑不活了,1,4
150,无痕植入广告hhh,1,0
151,格力生草,1,3
152,脸上的反光,1,0
153,冷气系攞嚟叹嘅,1,1
154,做格力空调会吗,1,3
155,他到底是谁,1,2
156,装鼻文盲,1,0
157,唔知,1,4
158,帮我俾电费,1,1
159,吹呢罗某,1,1
160,不是应该贪狼嘛,1,5
161,正扑街,1,3
162,九唔搭八,1,5
163,原声绝对是原声,1,2
164,小鬼变丑了,1,3
165,格力的广告费结一下,1,0
166,燃起来了,1,3
167,我测深圳,1,2
168,注入灵魂,1,5
169,固执改盲塞,1,5
170,系隔离,1,3
171,我day到啦,1,1
172,深圳不是东北话吗,1,1
173,笑死人,1,2
174,md笑死,1,2
175,深圳,1,2
176,银角大王,1,4
177,太牛了,1,2
178,吹喇叭可以吗,1,1
179,扑街啦,1,2
180,粤语yyds,1,2
181,硬颈,1,3
182,边燃个你,1,3
183,省电的意思,1,2
184,空调下乡,1,1
185,这个粤语普通化了,1,2
186,条友男定女呀,1,3
187,傻嗨,1,0
188,如弱如智,1,3
189,吹冷气懵仔,1,1
190,累猴油累,1,2
191,吹你老味,1,1
192,好油腻,1,3
193,乡下话,1,1
194,深圳粤语是吧,1,2
195,正傻,1,3
196,吹空调,1,0
197,lan,1,3
198,高光打太多,1,1
199,鬼董好爱好爱,1,5
200,深圳识讲白话噶咩,1,2
201,笑high死我,1,2
202,好7劲,1,2
203,广东人表示唔知距讲物,1,3
204,我真系服Q晒你啦,1,1
205,好嗨丑你,1,0
206,这是什么呀,1,3
207,不是让家电下乡,1,3
208,真系噶,1,2
209,真噶,1,3
210,你地好叻吖,1,3
211,油光满面的,1,3
212,含柒啦,1,2
213,字正腔圆,1,3
214,以为是真的声音尴尬,1,1
215,卖空调,1,1
216,好你老尾,1,3
217,吹水就有,1,0
218,好丑样,1,3
219,深圳不是说弗兰话的吗,1,0
220,泰苦辣,1,3
221,这是女的吗,1,3
222,对口型,1,3
223,收皮啦雷,1,1
224,这人谁 ,1,3
225,深圳人蚌埠住了,1,2
