,content,count,emo
0,那可太好了,26,2
1,泰裤辣,11,3
2,哈哈哈哈哈哈哈,9,5
3,真的吗我不信,8,2
4,真的吗,8,3
5,我不信,7,2
6,那可泰好了,6,3
7,油,6,2
8,油光满面,6,3
9,好尴尬,6,2
10,假的,5,3
11,尬死了,4,1
