,content,count,emo
0,泰裤辣,109,3
1,逆天,24,1
2,泰酷辣,19,3
3,破防了,14,1
4,他在说什么,13,2
5,亡灵凯,13,2
6,要来力,12,3
7,你在说什么,12,2
8,急了,11,2
9,胡彦斌你让我哭,10,1
10,蚌埠住了,10,3
11,绷不住了,10,2
12,笑死我了,10,2
13,开始吟唱,9,4
14,太酷啦,9,3
15,我不管,8,3
16,瑕疵打动人,8,5
17,泰裤啦,8,3
18,对对对,8,3
19,完整版,7,4
20,笑嘻了,7,4
21,好尴尬,6,2
22,薄纱,6,3
23,给你大拇哥,6,3
24,玩儿,6,1
25,难绷,6,3
26,我给你大拇哥,6,3
27,胡彦斌,6,0
28,他急了,6,2
29,周淑怡和毒硬币,5,4
30,大拇哥,5,3
31,爆杀,4,3
32,音乐人,4,4
33,没文化,4,2
34,是它,4,3
35,绝望的文盲,4,3
36,阴乐人,4,3
37,周淑怡,3,5
38,就是玩,3,4
39,经典胡言乱语,3,0
40,文文蚌埠住了,3,4
41,破防,3,1
42,董明珠,3,2
43,梅开二度,3,2
44,吃了没文化的亏,3,3
45,老师泰裤辣,3,5
46,你说得对但是,3,2
47,纱布,3,3
48,文盲,3,3
49,我觉得你说的对,3,2
50,听不懂了,3,2
51,你厉害我给你大拇哥,3,2
52,泰库拉,3,2
53,高情商,3,5
54,他在干嘛,3,1
55,狡辩,3,0
56,来玩的,3,1
57,中专发言,3,4
58,就是来玩的,3,1
59,那可太好了,3,2
60,高下立判,3,2
61,家电下乡,3,4
62,老师你能吗,2,5
63,泰裤拉,2,2
64,小丑,2,3
65,回家的诱惑,2,5
66,老子嗦了蒜,2,4
67,各式各样的瑕疵,2,1
68,你厉害,2,2
69,小丑一个,2,2
70,越狱BGM,2,2
71,侮辱d22了,2,1
72,漂亮的回怼,2,4
73,啧啧啧,2,1
74,辱她了,2,3
75,胡彦斌帮色刚度了,2,0
76,前言不搭后语,2,2
77,那我给你中拇哥,2,4
78,拉裤啦,2,3
79,什么nt,2,3
80,容祖儿,2,4
81,哥哥泰裤辣,2,5
82,不如蔡徐坤,2,4
83,低能,2,2
84,不同的物种,2,3
85,不要侮辱她好吗,2,2
86,施法前摇,2,1
87,你是,2,3
88,说的什么玩意,2,0
89,汤姆汉克斯,2,4
90,开始胡言乱语,2,0
91,逻辑混乱,2,2
92,滚下去现在,2,2
93,语无伦次,2,0
94,每一次都泰裤辣,2,2
95,给老师整笑了,2,5
96,瑕疵打动人是吧,2,5
97,你到底在说什么,2,2
98,中专毕业,2,5
99,真的尬,2,3
100,尴尬,2,1
101,妈妈生的,2,5
102,专业,2,3
103,不能,2,2
104,经典答非所问,2,0
105,辱董明珠了,2,2
106,回家玩,2,3
107,空调涨价,2,1
108,笑死了,2,2
109,理直气壮,2,1
110,支持格力,2,3
111,正片开始,2,3
112,你在说什么呢,2,2
113,尴尬死了,2,0
114,来玩,2,4
115,我去,2,3
116,于文文都无语了,2,2
117,谁家小孩,2,1
118,老师绷不住了,2,4
119,得意洋洋,2,5
120,我很认可,2,5
121,认可,2,4
122,不如D22,2,3
123,救命,2,4
124,疯狂救场,2,3
125,有文化和没文化的区别,2,3
126,胡言乱语,2,0
127,马赛克打了个寂寞,2,4
128,开始胡说八道,2,1
129,太酷了,2,3
130,图穷匕见,2,2
131,假大空,2,2
132,他在说啥,2,2
133,逻辑大师,2,5
134,我不知道,2,2
135,文文,2,4
136,于文文欲言又止,2,3
137,有一种中专的美,2,5
138,泰酷拉,2,1
139,就一痞子,2,5
140,到底在说什么,2,2
141,笑死,2,2
142,有说法,2,2
143,绷不住啦,2,2
144,答非所问,2,0
145,为什么要用她,2,3
146,剧本,2,4
147,你还是念好中专吧,1,5
148,刘柏辛要笑死人,1,5
149,词穷了是吧,1,4
150,回去空调就涨价,1,1
151,大拇哥是啥,1,3
152,神逻辑,1,4
153,吸兴奋剂了,1,2
154,大哥混淆视听呢,1,1
155,主持人太棒了,1,5
156,是谁偷偷开了空调,1,4
157,就是个小丑,1,3
158,剑嗖嗖的表情什么鬼,1,3
159,你说得对,1,2
160,老师长得挺可爱的,1,5
161,已经说得很委婉了,1,4
162,语言表达能力有问题,1,5
163,估计这个更烂,1,2
164,说的啥,1,2
165,暴露水平了,1,1
166,啧你嘛呢啧,1,2
167,泰库辣,1,3
168,非常自大又没能力,1,4
169,素质太差,1,0
170,很无语,1,3
171,不是 你到底在说啥,1,1
172,沟通不了,1,2
173,今天的观众打到我身上,1,5
174,汉语烫嘴,1,5
175,他是不是觉得自己很帅,1,3
176,开始了,1,3
177,你好好想想你在说什么,1,2
178,如听一席话,1,3
179,他想表达啥,1,3
180,大母鸽大母坤,1,2
181,这个逼急了,1,2
182,一眼高启强,1,2
183,他听不懂,1,2
184,就这还摇滚呢,1,5
185,他xy就是他,1,3
186,这歌手就踏马一小鬼,1,4
187,这又是啥造型,1,4
188,欠揍的表情,1,3
189,评委素质很高,1,1
190,母兮兮的这个发型,1,2
191,音乐人玩 儿,1,5
192,酱紫剪,1,0
193,本就是一个小崽儿,1,4
194,董明珠泰裤辣,1,2
195,你小子油盐不进,1,4
196,没有,1,3
197,那你可太对不起观众了,1,3
198,在说什么,1,2
199,祖祖個表情笑死我,1,3
200,烂的有理有据,1,2
201,地道的北京腔,1,4
202,腕儿,1,3
203,怼的好,1,3
204,即兴不是瑕疵,1,1
205,什么鬼都往台上站,1,5
206,他根本没听懂,1,2
207,我觉得他听不懂,1,2
208,除了热情一无所有,1,4
209,还阴阳怪气了,1,4
210,别玩了去做空调,1,2
211,裤辣爵士,1,5
212,每日一笑,1,5
213,耍流氓,1,0
214,我想看表演,1,5
215,他是一个固执的人,1,5
216,踩了,1,2
217,我想到了开心的事情,1,4
218,别太敏感了吧,1,2
219,给容祖儿整懵了,1,5
220,自以为的电影主角是吧,1,5
221,没读过书的人是这样的,1,4
222,大拇歌儿,1,2
223,不愧是四大天王,1,5
224,结束乐队,1,2
225,看来中专水平就这样,1,4
226,老师我不需要,1,4
227,厄运退散,1,2
228,答非所问这是,1,0
229,别侮辱中专生,1,1
230,说话没一点水平,1,0
231,梁源实在是绷不住了,1,1
232,逻辑清晰有条不紊,1,4
233,憋笑应该挺辛苦的吧,1,5
234,噗嗤,1,1
235,这什么语言逻辑,1,4
236,说了跟没说一样,1,0
237,挽尊,1,2
238,不一样的瑕疵,1,1
239,中专都没毕业,1,5
240,中间被剪了什么成分,1,4
241,绷不住了 ,1,2
242,王凯林就是个牛马,1,4
243,观众打在我身上,1,5
244,得意jpg,1,5
245,你厉害 给你大拇哥,1,2
246,wtf,1,3
247,放P他根本听不明白,1,3
248,不忘初心,1,2
249,评委老师说得泰酷辣,1,2
250,阴阳怪气了这下,1,3
251,自 信 点 头,1,2
252,于文文直接叹了一口气,1,5
253,懵逼,1,4
254,美女你谁,1,2
255,说的牛头不对马嘴,1,0
256,热爱指玩,1,5
257,真的好好笑,1,2
258,他和摇滚没有任何关系,1,5
259,老师byd抬杠是吧,1,1
260,降维打击文化压制,1,3
261,本来不想说什么的,1,1
262,能屈能伸,1,1
263,不像是男人的思维,1,4
264,五道口,1,4
265,尬的抠脚,1,1
266,容祖儿看傻了,1,4
267,总把无知当个性,1,5
268,瑕疵,1,2
269,于文文一脸无语,1,1
270,老师算个屁,1,5
271,愉悦送走,1,5
272,小鬼你没素质,1,1
273,尬死了,1,1
274,最后都还要装一下,1,2
275,前方高能预警,1,5
276,为啥用她,1,0
277,评委差点没蚌住,1,0
278,这不董明珠吗,1,2
279,不像演的,1,2
280,你玩你摩洛哥炒饼呢,1,3
281,为什么表演是玩,1,5
282,真是个纯纯的弱质,1,4
283,预告给你中拇哥,1,4
284,中专是这样的,1,5
285,敢说实话,1,1
286,这话是怎么说的出来的,1,2
287,woer,1,3
288,要来叻,1,3
289,这不是周姐吗,1,2
290,他赚钱是不是太轻松了,1,0
291,太蠢了,1,3
292,别找补了他当真了,1,2
293,别骂辣我叫天赐,1,2
294,男的女的,1,3
295,说的什么,1,2
296,啥玩儿楞,1,1
297,胡彦斌被吓到了,1,0
298,他不尴尬吗,1,1
299,你故意找茬是吧,1,0
300,哪来的自信,1,5
301,我真的蚌埠住了,1,3
302,他在说啥呀,1,2
303,文盲讲道理,1,4
304,那你问题挺大的,1,4
305,说不过就嘲讽,1,5
306,于文文你玩我呢,1,4
307,笑死了这句话,1,2
308,学历低是这样的,1,2
309,老师 你能吗,1,5
310,这都有人喜欢真搞不懂,1,2
311,观众打在你身上是吧,1,5
312,你去死吧,1,1
313,董明珠说话好拽,1,1
314,严重的 就不叫瑕疵,1,1
315,调音师好家伙,1,2
316,啥玩意,1,0
317,二椅子,1,1
318,没家教,1,3
319,中专毕业 能看得上谁,1,5
320,纯傻呗,1,3
321,我绷不住了xdm,1,2
322,听他对话我笑了,1,4
323,太tm尬了,1,1
324,最打动人,1,5
325,这谁这么狂,1,2
326,泰酷辣doge,1,2
327,语无伦次了,1,0
328,五杀摇滚乐队佛耶戈,1,5
329,这不是滚地撒泼吗,1,1
330,那你去当个模特得了,1,1
331,还点头呢,1,5
332,不懂谦虚,1,4
333,就这点水平,1,2
334,他叽叽歪歪半天想说啥,1,0
335,我能泰裤辣你能吗,1,4
336,老师我可以,1,5
337,祖儿表情好搞笑,1,3
338,这个评委说的对太酷拉,1,0
339,这主持人圆得挺好的,1,4
340,吉克隽逸表情醒目,1,5
341,那你回家吧,1,4
342,我就是婉儿,1,3
343,牛的,1,3
344,导师,1,5
345,别侮辱D22,1,1
346,看得我一脸尴尬,1,1
347,幻视郑爽了,1,2
348,文不对题,1,2
349,你认可你摩洛哥炒饼,1,4
350,跟回家一样放肆,1,5
351,我要尬到流血了草,1,4
352,救 血压,1,4
