,content,count,emo
0,泰裤辣,178,3
1,要来力,51,3
2,泰酷辣,20,3
3,泰裤啦,18,3
4,太酷啦,6,3
5,全体起立,4,1
6,泰 裤 辣,4,4
7,太酷了,4,3
8,我不管,4,3
