,content,count,emo
0,泰裤辣,229,3
1,董明珠,18,2
2,泰裤啦,18,3
3,たいくら,16,3
4,泰酷辣,15,3
5,抬裤拉,11,2
6,太酷啦,9,3
7,太酷了,9,3
8,每周必看,8,5
9,开吐啦,7,3
10,凛冬将至,7,4
11,法老,6,3
12,笑死我了,6,2
13,开吐了,5,0
14,家电下乡,5,4
15,泰库拉,5,2
16,救命,5,4
17,타이쿠라,5,3
18,要吐啦,5,3
19,精神污染,5,3
20,这谁,4,3
21,tequila,4,3
22,笑死了,4,2
23,格力家电下乡,4,4
24,kksk,4,3
25,테콜라,4,3
26,真的泰裤辣,4,3
27,时长114悲,4,5
28,你好爱他,3,4
29,格力下乡,3,2
30,牛逼,3,4
31,德古拉,3,3
32,再来亿遍,3,3
33,泰库啦,3,3
34,燃起来了,3,3
35,好丑,3,2
36,たいクァ,3,3
37,凯库勒,3,5
38,这是谁,3,3
39,有点东西,3,2
40,大可不必,3,3
41,这不凛冬将至吗,3,3
42,タイクァ,3,3
43,坤流才是最吊的,3,1
44,小鬼,3,3
45,태쿠라 ,3,3
46,反复强调,3,3
47,泰裤拉,3,2
48,拉裤拉,2,2
49,Sakura,2,3
50,开始吟唱,2,4
51,泰酷啦,2,2
52,1分14秒警撅,2,2
53,这不比他的专辑好听,2,1
54,たいクァン,2,3
55,泰裤辣抢答,2,2
56,做得一般,2,3
57,这人是谁,2,3
58,たくら,2,3
59,董明珠下乡,2,2
60,这男的女的,2,3
61,紧跟时事,2,4
62,太苦啦,2,3
63,所以他是谁,2,3
64,律师函警告,2,5
65,泰裤了,2,3
66,每日来一遍,2,5
67,暗黑董明珠,2,1
68,你干嘛,2,1
69,救命救命救命,2,5
70,绷不住了,2,2
71,我太帅喽,2,3
72,鬼爱罗,2,3
73,你干嘛警觉,2,1
74,かっこいい,2,3
75,顶级腔调,2,5
76,两眼一黑,2,2
77,多看一眼就会爆炸,2,3
78,时长114恼,2,4
79,撒库拉,2,2
80,辣眼睛,2,3
81,好听,2,2
82,泰裤辣n,2,3
83,我太帅咯,2,2
84,太好听辣,2,1
85,反 复 强 调,2,4
86,sakura,2,3
87,好活当赏,2,4
88,taikula,2,3
89,tkl,2,3
90,1分14秒悲,2,5
91,好炸裂,2,3
92,takura,2,3
93,支持家电下乡,2,4
94,瑞思拜,2,5
95,头皮发麻,2,4
96,i got ring,2,1
97,泰酷拉,2,1
98,笑死,2,2
99,有点吓人,2,3
100,给你大拇哥,2,3
101,你干嘛泰裤辣,2,1
102,老子嗦了蒜,2,4
103,我太酷喽,2,3
104,i酷,1,2
105,这是谁造型这么百变,1,4
106,鬼姐姐来给你点个赞,1,5
107,我的脚趾头,1,3
108,救命我爱罗罪不至此,1,3
109,iku,1,3
110,是他不是她,1,2
111,做游戏,1,4
112,我的评价是不如姜涛,1,2
113,时长114大喜,1,4
114,是董明珠,1,2
115,太Q拉,1,1
116,真尬,1,3
117,整容了吧,1,1
118,在听亿遍,1,4
119,这哥们谁呀,1,3
120,たいくぁ,1,3
121,快吐了,1,2
122,迈克尔杰克逊,1,2
123,这是个什么玩意儿,1,2
124,好牛逼,1,4
125,狼   叔,1,5
126,这是仅此坤坤的梗吗,1,2
127,坤坤狂喜,1,2
128,新世界,1,3
129,耳机党觉得还挺好听,1,5
130,一库一库,1,2
131,我竟然不知道此人是谁,1,0
132,暗含玄鸡,1,3
133,唱的比本人好,1,5
134,这个货是谁,1,2
135,取代不了只因,1,2
136,只因它,1,2
137,关董明珠什么事儿,1,0
138,你干嘛这么嫉妒我 ,1,3
139,谢谢 很上头,1,4
140,太抠啦,1,1
141,蔡哭了,1,5
142,头疼,1,2
143,把老子便秘吓出来了,1,5
144,建议严查董明珠,1,0
145,铁  幕  演  说,1,5
146,还真是,1,3
147,你这辈子就完蛋辣,1,3
148,玩手机玩的,1,4
149,你的词泰裤拉,1,3
150,2倍解锁新世界,1,5
151,建议2倍观看,1,2
152,但是他说了如果了耶,1,0
153,泰   裤   辣,1,4
154,就是一个木暑牛,1,3
155,我太酷,1,3
156,可以,1,3
157,害怕,1,2
158,小鬼你怎么了,1,3
159,一般真的,1,3
160,这是小鬼,1,3
161,我的泰酷,1,2
162,刚刚,1,3
163,太克拉,1,1
164,欢迎来到泰酷时代,1,4
165,905个人我焯,1,2
166,SAKURA,1,3
167,你这不比原唱强,1,1
168,泰  裤  辣,1,4
169,笑的想死,1,3
170,好多人,1,3
171,格力集团公司年会,1,1
172,汰裤啦,1,5
173,泰库辣,1,3
174,你这么搞有点好听的,1,0
175,蓝色妖姬,1,5
176,ターくら,1,3
177,复读机,1,2
178,好活当赏doge,1,4
179,这不是法老的词吗,1,2
180,jb永动机,1,2
181,这才是有心写的歌,1,3
182,居然挺好听,1,1
183,1000,1,3
184,坤坤要加倍努力了,1,1
185,和不合群我不在乎,1,1
186,董明珠唱歌了,1,3
187,泰裤辣还挺好听,1,5
188,我擦  trap,1,1
189,拉裤里,1,2
190,中国有zhui ou,1,4
191,鬼一样,1,3
192,靠 听着不错,1,5
193,这家伙到底谁,1,3
194,皮小浪,1,5
195,董明珠开始说唱辣,1,4
196,比他自己写的还好,1,4
197,这押的真好,1,3
198,年纪轻轻就有姨味了,1,2
199,每天一遍烦恼再见,1,5
200,太裤啦,1,3
201,软中华可还行,1,4
202,哥哥的声音震耳欲聋,1,4
203,卧槽这个脸也太差了,1,0
204,库里粉丝吧,1,5
205,这人不是抄袭成风,1,2
206,他一直在进步的,1,3
207,tykura,1,3
208,我喝到啦,1,2
209,高下立判,1,2
210,泰苦辣,1,3
211,时长114喜,1,4
212,タクラァ,1,3
213,不如只因哥,1,2
214,这咒语,1,3
215,早这么唱不就得了,1,4
216,聂枭开始混演艺圈了,1,0
217,这个是小鬼吧,1,3
218,格力空调我看行,1,1
219,他是谁,1,3
220,吉他集霸,1,4
221,它写不出来的辣,1,2
222,嫉妒,1,4
223,比原唱好聽,1,5
224,开课啦,1,3
225,格力下乡活动现场,1,1
226,鬼畜甚至还好,1,5
227,钛窟拉,1,2
228,不是抬裤拉么,1,1
229,心梗嘛,1,4
230,xswl,1,3
231,鬼畜该来的还是来了,1,4
232,不如你太美,1,4
233,tycular,1,3
234,窝凸腊,1,3
235,好好好好好好好好好好,1,4
236,狗急拉,1,1
237,省流比本人会唱,1,5
238,这个真的裤,1,5
239,为什么要奖励他,1,3
240,たいいくら,1,3
241,拉裤啦,1,3
242,有点摇 怎么回事,1,0
243,蔡哭啦,1,5
244,文西来的,1,3
245,真他妈裤,1,4
246,我的评价是不如宅舞,1,3
247,好词,1,4
248,面對什麼,1,4
249,33人此时此刻,1,4
250,法老爷爷,1,5
251,这也泰酷辣吧,1,3
252,抬裤啦,1,3
253,肽喾邋,1,2
254,缓解坤哥压力,1,5
255,1分14秒,1,1
256,坤坤加油,1,5
257,反复鞭打,1,3
258,还压上了,1,2
259,泰裤赖,1,3
260,无语,1,2
261,吓死宝宝了,1,3
262,泰裤辣吗,1,3
263,泰只因裤,1,1
264,太美,1,4
265,三连密码泰裤辣,1,1
266,再裤也会爆炸,1,3
267,师傅别念了,1,4
268,这个团真是卧龙凤雏,1,2
269,太炸裂了,1,1
270,视频时长有点臭,1,0
271,泰裙辣,1,3
272,面对级霸空耳,1,4
273,真的炸裂,1,3
274,必须三连,1,2
275,だいぐラ,1,3
276,你有币了,1,3
277,省流泰酷辣,1,3
278,我们家哥哥有救了,1,5
279,黑子doge,1,2
280,反复折磨ԅ,1,1
281,什么玩意儿,1,2
282,笑死我了这个好,1,3
283,踩住啦幻,1,3
284,踩住啦,1,1
285,我鸡哥帝王不会动摇,1,5
286,省流泰裤辣,1,3
287,逮狗啦 逮狗啦,1,0
288,荔枝的开头采样,1,4
289,牛牛牛牛牛牛,1,5
290,我酷不酷,1,4
291,快吐辣,1,3
292,33,1,3
293,114分,1,4
294,如听仙乐耳暂明,1,0
295,原告凛冬将至,1,4
296,押韵是吧,1,5
297,还得是你,1,3
298,黑化啦,1,3
299,我裤吗,1,4
300,搁这玩鬼畜是吧,1,4
301,疯狂三鸭,1,1
302,好听 ,1,2
303,听一遍不够听,1,5
304,笑死根本看不够 ,1,3
305,好听在听亿遍,1,3
306,胎裤辣,1,5
307,铁人,1,3
308,鸡皮疙瘩起来了wc,1,1
309,看时长,1,3
310,你干嘛幻听,1,3
311,好压,1,3
312,永动只因纠正,1,1
313,火钳刘明抢占高地,1,5
314,马上要成爱kun,1,3
315,时长114警撅,1,4
316,你厉害我给你大拇哥,1,2
317,蓟 蠹 龏,1,2
318,我家哥哥才是最苦的,1,5
319,困困碧站定流位置不保,1,2
320,1分14警撅,1,2
321,枪弹你,1,3
322,洗脑了,1,2
323,奖 励 小 子,1,3
324,他和董明珠什么关系,1,3
325,傻呗,1,2
326,紧跟实事悲,1,5
327,海尔冰箱形象大使,1,3
328,苦茶子飞起,1,3
329,德古拉幻听,1,5
330,泰裤辣家电下乡,1,4
331,対くら,1,2
332,鸡哥含泪给你点赞,1,5
333,IKUN拯救者,1,4
334,比原来的还押韵,1,4
335,たいくァ,1,3
336,风影释放忍术了,1,3
337,裤酷拉,1,5
338,如同那酷,1,5
339,别说唱的不错,1,5
340,不好听,1,1
341,法老5cue,1,2
342,太强辣,1,0
343,犟种,1,3
344,单曲循环,1,0
345,德古拉逐渐幻听,1,5
346,终究是逃不出你的魔爪,1,5
347,姐姐,1,4
348,精神冲剂,1,5
349,内娱选秀不养闲人,1,3
350,拉裤子里了,1,3
351,软中华软中华,1,3
352,软中华,1,3
353,干嘛 嫉妒我 泰裤辣,1,3
354,锁子甲,1,1
355,太丑啦,1,1
356,说是文松唱的我也信,1,4
357,不在家不吃中饭,1,1
358,泰鲲啦,1,1
359,哇哦恐怖片,1,1
360,たくぁ,1,3
361,奖励哥,1,4
362,一个太美一个太酷,1,4
363,法老是吧,1,3
364,卧槽这么丑,1,1
365,反复鞭尸,1,4
366,凯库勒撕心裂肺,1,5
367,居然好听,1,0
368,탈구라,1,3
369,好丑的时长,1,1
370,up比小鬼有才多了,1,3
371,泰油辣,1,3
372,怎么还有和声,1,1
373,树枝,1,3
374,吵死了,1,0
375,太短了,1,1
376,太短了 只能循环播放,1,0
377,这sz是谁,1,3
378,太饿啦太饿啦,1,0
379,绝绝子,1,3
380,这么牛逼,1,4
381,狰狞扭曲的表情,1,3
382,泰裤辣有幸在现场,1,1
383,再来一遍,1,3
384,不行 兄弟们出不去了,1,0
385,掉战天,1,1
386,好燃,1,4
387,太厉害了,1,1
388,比姜云升好听,1,2
389,trap是吧,1,3
390,别说了空调我买了,1,1
391,这个人整得像尚雯婕,1,3
392,凯库勒er,1,5
393,ちくぁ,1,3
394,凛冬将至是吧,1,4
395,たいくな,1,3
396,他是被夺舍了么,1,2
397,只因太美啦,1,4
398,虽迟但到,1,2
399,太古拉,1,3
400,吓死我了,1,1
401,你们觉得有意思吗,1,5
402,这一分钟好漫长,1,3
403,这歌比他的歌好听,1,3
404,格力再次下乡,1,2
405,好漫长的一分钟,1,3
406,たい暗,1,1
407,泰吐啦,1,3
408,怎么一股凛冬味,1,1
409,拯救只因,1,4
410,菜醋啦,1,3
411,台枯乐,1,2
412,擦炮,1,3
413,不如鸡哥,1,3
414,bbb,1,3
415,veezy,1,3
416,只能是很牛,1,3
417,死亡回放,1,4
418,董明珠演唱会,1,2
419,我太帅了,1,3
420,zouyajie,1,3
421,法老孙权,1,1
422,于明加,1,3
423,也就看了十遍吧,1,4
424,鬼妹妹参上,1,5
425,每日一遍,1,5
426,好帅,1,3
427,太狗啦,1,2
428,狗篮子,1,3
429, 谁哭了,1,4
430,c哭了,1,2
431,谁哭了,1,4
432,反复处刑,1,4
433,受不了阿,1,2
434,takula,1,3
435,快吐了快吐啦,1,2
436,突然cue法老,1,2
437,开始蓄力,1,2
438,字母钢,1,2
439,这是格力的年会,1,2
440,太空辣,1,2
441,开始吐辣,1,1
442,谈空气,1,3
443,嫉妒我,1,4
444,右边在干什么呢,1,0
445,炸炸炸炸炸炸,1,3
446,这个是谁,1,3
447,莫名的跟着一起叫,1,4
448,不吃不屙,1,1
449,我为什么会觉得好听,1,2
450,amagi,1,3
451,我已经开始吐了,1,1
452,太苦了娘,1,2
453,太恐怖辣,1,1
454,逮住啦,1,0
455,태쿠라,1,3
456,这次比他自己的都好,1,4
457,好家伙,1,3
458,直接申华,1,3
459,整挺好,1,4
460,听不够我的妈呀,1,3
461,等上热门,1,5
462,完蛋要见证历史了,1,5
463,长得也太丑了,1,1
464,泰语,1,3
465,永动机 woc,1,2
466,这比原曲好听是真的,1,1
467,还挺好听,1,5
