,content,count,emo
0,专业对口,54,3
1,刚刚,22,3
2,好早,21,3
3,哈哈哈哈哈哈哈,18,5
4,哈哈哈哈哈,12,5
5,憨态可掬,12,3
6,好耶,11,3
7,不愧是学金融的,9,5
8,智慧的眼神,9,5
9,专业,8,3
10,哈哈哈哈哈哈哈哈哈,8,5
11,复旦之光,8,4
12,哈哈哈哈哈哈,8,5
13,上链接,8,2
14,应该没什么问题,8,2
15,哈哈哈哈哈哈哈哈,7,5
16, o,6,2
17,哈哈哈哈哈哈哈哈哈哈,6,5
18,番茄先生,5,3
19,好烫,5,2
20,炒作,5,0
21,哈哈哈,5,5
22,我找不到收银机,4,2
23,hhh,4,3
24,承包空屏,4,0
25,666,4,3
26,大多数,4,3
27,童年阴影,4,5
28,先生或女士,4,2
29,宜家,4,0
30,宜噶,4,3
31,哈哈哈哈,4,5
32, 专 业 对 口 ,3,3
33,好家伙,3,3
34,偷马桶,3,1
35,没什么问题,3,2
36,来了,3,3
37,离谱,3,2
38,托 码 头,3,1
39,小草园子,3,5
40,杀手47确信,3,1
41,非常完美的停车,3,4
42,非常完美,3,4
43,321上链接,3,2
44,辞职,3,1
45,该花得花咬牙茄齿,3,4
46,百年番茄,3,4
47,赤红の果子,3,1
48,杀手47,3,1
49,好早啊,3,3
50,托码头,3,3
51,华尔街之狼,2,5
52,包身工,2,2
53,你可以睡在长椅上,2,1
54,拖码头,2,3
55,妈耶好早,2,3
56,科目二,2,4
57,疯狂小茄哥,2,3
58,赤红的果子,2,2
59,商海奇才,2,5
60,低调的价格,2,5
61,到我这改了嘿,2,2
62,两元店,2,1
63,老板是清洁工,2,1
64,专业对口了,2,3
65,阿尔弗雷德,2,3
66,高档厕所,2,2
67,真实,2,4
68,来了来了,2,5
69,开心的番茄,2,4
70,GTA5,2,3
71,红色是蝶,2,4
72,Queen,2,3
73,woc刚刚,2,3
74,想起来赤红的果子,2,2
75,好便宜啊,2,4
76,喜士多,2,3
77,int,2,3
78,吉祥物,2,3
79,你饿了,2,2
80,商业弟国,2,3
81,热乎的,2,3
82,拖把头,2,2
83,哇好早,2,3
84,芜湖,2,5
85,人性化,2,3
86,小员工子,2,2
87,红色是爹,2,3
88,童年噩梦,2,5
89,西虹市首富,2,4
90,止步于此,2,4
91,专 业 对 口,2,3
92,需要我叫保安吗,2,1
93,压榨自己,2,1
94,清洁工老板,2,5
95,重新定义有点,2,3
96,财大牛逼,2,4
97,没问题,2,2
98,我去,2,3
99,低情商便宜,2,4
100,第一步先来个十连抽,2,4
101,专业对口属于是,2,3
102,空屏,2,3
103,有头发的47,2,0
104,好早捏,2,3
105,好烫好烫,2,2
106,烫烫烫,2,0
107,不愧是复旦的,2,5
108,好诶,2,2
109,创业,2,5
110,空瓶,2,1
111,已经开始脑壳疼了,2,2
112,没人,2,2
113,专业对口了属于是,2,3
114,空屏是我的,2,3
115,更像厕所了,1,1
116,现实中至少三倍,1,4
117,拖马头,1,1
118,空降坐标315,1,0
119,这不当场破产,1,2
120,开始困了,1,3
121,好像erp的操作hh,1,1
122,已经算蒙了,1,2
123,bgm是神夏,1,5
124,买了孩子很爱吃,1,5
125,阎罗王夸你会生活,1,5
126,百年托码头,1,4
127,200块钱,1,0
128,这颜色真漂亮,1,5
129,日不落作息是吧,1,4
130,开刑,1,3
131,一周6天说错了,1,1
132,你俩工作内容换了吧,1,1
133,还挺像那回事,1,3
134,茄哥好,1,3
135,涩孩子,1,3
136,克劳德,1,2
137,杀手47张头发了,1,0
138,耶耶耶更新了,1,1
139,20小时前,1,2
140,2000,1,3
141,恒河里,1,2
142,长头发了,1,2
143,仲天骐租给阿星的店铺,1,1
144,记住这个拖把,1,1
145,纽漂,1,1
146,财大之光,1,1
147,这个游戏真写实,1,3
148,南海奇才,1,5
149,解放出来去收银,1,5
150,绿皮车,1,3
151,弗雷德和尤文,1,2
152,财大牛b,1,4
153,欲批又止,1,4
154,嘴比较笨手比较慢,1,2
155,啊啊啊啊啊啊啊啊,1,5
156,卖身,1,3
157,袜好近,1,4
158,番茄市首富,1,4
159,京海奇才雾,1,5
160,还挺好玩感觉,1,5
161,不过分,1,2
162,能不能别ky了我服了,1,1
163,你小子金融硕士是吧,1,5
164,肯定又贷款了,1,2
165,tomato上校,1,4
166,押一付一,1,5
167,风灵月影,1,3
168,所谓富豪,1,4
169,货车,1,2
170,好停,1,3
171,横穿马路,1,2
172,0o,1,3
173,小潮幻听,1,5
174,我是拖把头啊幻听,1,4
175,热那亚的红色恶魔,1,5
176,可以谈,1,2
177,开局即巅峰,1,4
178,麻麻,1,1
179,47有头发了,1,0
180,便宜,1,3
181,请不要刷别的up主,1,0
182,我操牛逼,1,4
183,西红柿首富确信,1,5
184,有零元购吗,1,2
185,笑了,1,4
186,这不网吧模拟器么,1,4
187,有马尔克斯那味了,1,2
188,沙 县 小 吃,1,2
189,HRA,1,3
190,买都给我买,1,3
191,他爷爷扛过枪是吧,1,5
192,我是在看沙盘课吗,1,4
193,押韵了,1,5
194,PDD,1,3
195,啊02哪里有02,1,0
196,资本家看了都流泪,1,5
197,红果子商店,1,3
198,开了 招新人,1,0
199,高中数学问题啦,1,5
200,  活 阎 王,1,5
201,开始画饼,1,5
202,风口来了,1,0
203,什么潮汉堡,1,3
