,content,count,emo
0,泪目,25,4
1,曲错币无,10,2
2,图穷匕见,7,2
3,最感动的一集,4,5
4,关羽,3,4
5,紧跟时事,3,4
6,泰酷辣,3,3
7,如释重负,3,5
8,绷不住了,3,2
9,红温了,3,3
10,妹说就是零卡,2,1
11,太励志了,2,1
12,泰裤辣,2,3
13,byd,2,3
14,byd吃汉堡是吧,2,2
15,非己所安不加于物,2,4
16,细说付出,2,5
17,科学,2,4
18,结算画面,2,0
19,你猜我为什么不笑,2,3
20,这不好笑,2,1
21,减肥食谱,2,5
22,能量饮料,2,4
23,最泪目的一集,2,4
24,曲错币没,2,2
25,双倍给下一个被绿的人,1,4
26,便秘,1,3
27,你哭了但我蚌埠住了,1,4
28,一会是不是要摔下去了,1,1
29,最byd的一集,1,4
30,byd byd是吧,1,2
31,爸爸长得像儿子,1,5
32,哇啊这个背带涩涩的,1,1
33,遗传,1,4
34,雀食帅,1,5
35,练口才,1,2
36,大力王这套确实好看,1,5
37,憋不住了,1,0
38,最喜欢的一集,1,4
39,文案完全不影响我难绷,1,3
40,byd死了重生是吧,1,3
41,他胸比我大,1,4
42,其实不好笑,1,2
43,气笑了哈哈哈,1,5
44,什么小丑,1,3
45,确实帅,1,5
46,by了是吧,1,3
47,byd别放答辩bgm,1,2
48,比亚迪怎么你了,1,3
49,欧亨利式结尾,1,5
50,强基计划,1,0
51,byd搞这么帅,1,4
52,太酷啦,1,3
53,儿子长得像爸爸,1,5
54,byd气红温了是吧,1,3
55,byd天生神力是吧,1,3
56,虽然难蚌但是泪目了,1,4
57,这个画面太帅了,1,3
58,byd是什么意思,1,3
59,real sigma,1,2
60,Bgm在你身边,1,4
61,减脂汉堡和无糖可乐,1,2
62,搞到底还是重开了是吧,1,0
63,帅啊,1,5
64,大概是气疯了才笑吧,1,2
65,这名字有点离谱,1,0
66,要来力,1,3
67,成分复杂,1,3
68,科学是吧,1,4
69,你超级高水平,1,2
70,bydbgm都换了,1,1
71,这就是我所等待的,1,2
72,小 丑,1,2
73,跟秃顶吴彦祖学的,1,5
74,水平,1,2
75,名字瞩目,1,4
76,这也绷是吧,1,4
77,最后拍gv去了是吧,1,2
78,现在是幻想时间,1,5
79,变身关羽,1,4
80,变身索隆,1,1
81,索隆,1,1
82,卡兹沐浴在阳光下,1,3
83,重生后是吧,1,4
84,byd血怒满了是吧,1,2
85,开始打药,1,3
86,释然一笑,1,3
87,世界线收束,1,2
88,2二94,1,1
89,确实,1,3
90,升华了,1,5
91,已武德服人赞赏,1,5
92,太帅了,1,3
93,byd偷笑是吧,1,2
94,正能量,1,4
95,什么小学生,1,1
96,byd重生后是吧,1,4
97,最正能量的一集,1,5
98,真的帅,1,3
99,byd绷笑是吧,1,2
100,我哭了,1,4
101,蚌埠住了哈哈哈哈哈,1,5
102,哈哈哈哈哈哈哈哈哈,1,5
103,水平分高低不分好差,1,0
104,这个镜头真的帅,1,2
105,byd连续剧是吧,1,2
106,提高自己,1,3
107,太帅了我去,1,2
108,开始沉淀,1,2
109,紧跟实事,1,2
110,妹说就说0卡,1,0
111,拐零,1,4
112,你父亲挺随你的,1,5
113,比亚迪,1,3
114,范小勤,1,3
115,奖励一个大拇哥,1,3
116,大力王传是吧,1,5
117, 科 学 ,1,4
118,这是正面还是反面,1,2
119,脸上是不是打针了啊,1,1
120,重   生,1,2
121,有点像范小勤,1,2
122,Byd分手还笑是吧,1,4
123,尼玛一身肌肉,1,5
124,重 生 后,1,1
125,这里应该放WAKE,1,2
126,重生后还是老父亲儿子,1,4
127,这并不好笑,1,1
128,byd就会byd是吧,1,3
129,吃汉堡健身是吧,1,3
130,亚当重锤是吧,1,1
131,双倍给下一辈子,1,4
132,一眼万年,1,4
133,直接绷不住了,1,2
134,能找到对象的屑,1,5
135,bgm不对味,1,0
136,我超升华了,1,5
137,byd真父子相是吧,1,5
138,byd音乐有点东西,1,3
139,这个镜头确实帅,1,5
140,细说水平,1,3
141,老父亲绷不住就笑了,1,3
142,这个确实很帅,1,4
143,曲错人退,1,1
144,雀食酷,1,5
145,励志的小曲儿,1,4
146,老父亲难绷,1,3
147,励志向,1,2
148,科学的捡肥食谱,1,5
149,给你个大拇哥,1,3
150,byd又难受又想笑,1,2
151,一看就是父子,1,5
152,byd欺骗餐是吧,1,0
153,bgm不对啊,1,1
154,byd父子长一样是吧,1,5
155,好活,1,4
156,曲不对,1,2
157,克隆人是吧,1,5
158,Bgm不对,1,1
159,听曲识人失败,1,3
160,是你女朋友配不上你,1,2
161,漂亮,1,5
162,经典皮肤,1,4
163,能量饮料是吧,1,4
164,科学的,1,4
165,byd故作坚强是吧,1,5
166,别故作坚强了,1,5
167,byd戴绿帽是暗示啥,1,5
168,减肥,1,5
169,老父亲蚌埠住了,1,2
170,我是真蚌埠住力,1,1
171,细节绿帽,1,4
172,byd无能狂怒是吧,1,2
173,感动,1,5
174,汉堡薯条减肥食谱,1,5
175,你老父亲谷爱凌是吧,1,2
176,bgm在你的身边,1,4
177,老父亲都绷不住了是吧,1,2
178,自己当自己父亲,1,5
179,老父亲快绷不住了,1,3
180,再多剪一秒都要绷不住,1,1
181,byd还挺感人,1,5
182,byd偷偷练握力是吧,1,5
183,我终于释然的笑,1,5
184,我的手走错了,1,3
185,这个画面好帅,1,3
186,这是一个励志的故事,1,4
187,你是错的我是对的,1,3
188,这个穿搭确实很帅,1,4
189,BGM不对你币无,1,1
190,最励志的一集,1,3
191,萘子真大,1,3
192,堡家门,1,4
193,眼泪都快出来了,1,3
194,牛蛙,1,4
195,这个我真没绷住哈哈哈,1,4
196,成分逐渐复杂,1,3
197,谢谢你大力王,1,5
198,大力王都不敢这么做,1,3
199,父亲绷不住了,1,4
200,共轭父子是吧,1,5
201,震惊的要憋不住笑了,1,1
202,握力练习对吧,1,3
203,越想越气 ,1,1
204,堡循环是吧,1,0
205,克隆父子是吧,1,5
206,byd愁哪呢,1,5
207,谢谢大力王,1,5
208,曲子都换了是吧,1,3
209,细说提高,1,3
210,byd当小丑是吧,1,2
211,加油,1,5
212,bgm错误,1,2
213,真的好帅,1,3
214,不配上她,1,1
215,妹说就是0卡,1,0
216,自我感动罢了唉,1,5
217,byd真崩不住,1,0
218,byd还真是能量饮料,1,4
219,牛逼的剧情,1,4
220,谷爱琳,1,5
221,byd玩烂梗是吧,1,2
222,byd是啥,1,3
223,强颜欢笑,1,5
224,练杂耍当小丑是吧,1,3
225,byd红温了是吧,1,3
226,基因太强大,1,4
227,结尾出彩,1,5
228,原曲不使用,1,2
229,byd吃华莱是吧,1,2
230,她甚至没跟我说,1,1
231,百分百遗传是吧,1,5
232,还想着跟她在一起呢,1,3
233,分手了还笑的屑,1,4
234,省流泰裤辣,1,3
235,byd这就重开了是吧,1,1
236,id不错,1,5
237,秃头大力王,1,4
238,分手可以先还钱,1,3
239,y1s1确实裤,1,5
240,蚌埠住了,1,3
241,byd吃汉堡减肥是吧,1,5
242,最裤的一集,1,3
243,哭了,1,4
