,content,count,emo
0,泰裤辣,12,3
1,要来力,8,3
2,这玩儿是谁,4,1
3,那可太好了,4,2
4,什么鬼,4,3
5,泰酷辣,4,3
6,如约而至的出现了,2,3
7,音乐,2,3
8,老嫂子,2,2
9,好尴尬,2,2
10,这是谁,2,3
11,王琳凯,2,4
12,简称倔驴,2,2
13,wc深圳,1,2
14,有点想吐,1,1
15,这连个人都tm不算,1,2
16,这五官不忍直视,1,4
17,我很想你们,1,4
18,如约而至的出线了,1,2
19,卧槽长得怪吓人,1,0
20,看不明白,1,2
21,好尴尬看得我,1,3
22,他是谁,1,3
23,不约而至,1,3
24,好油腻,1,3
25,太像董小姐了,1,0
26,团队可能不想他开口,1,1
27,好像也没人管你,1,1
28,王俊卡是吧dog,1,4
29,好奇怪欣赏不来,1,3
30,这是什么物种,1,3
31,传世经典了属于是,1,4
32,是 如约而至 出现了,1,3
33,前言不搭后语了,1,2
34,不好了,1,1
35,  好尴尬阿,1,2
36, 我暂停一下,1,4
37,这是男的女的,1,3
38,脸好油,1,2
39,这是小鬼 ,1,3
40,阴乐,1,3
41,全是小仙女的叫声,1,1
42,鲁豫真的吗我不信,1,2
43,嗯病句,1,3
44,真他妈恶心,1,0
45,都像你一样就完了,1,4
46,脚趾抓地,1,3
47,这谁呀,1,3
48,说这是依托什么东西,1,4
49,不知道即答,1,2
50,小仙女牛逼,1,4
51,一开口就想笑了,1,3
52,脸不忍直视,1,1
53,不做老板就开除你,1,1
54,心灵毒鸡汤,1,3
55,用力,1,4
56,你在的时候照顾谁了,1,5
57,这是歌词还是在聊天,1,4
58,要来力要来力,1,2
59,我的天呐好想笑,1,4
60,救命好尴尬,1,4
61,从这里全文背诵,1,5
62,出现惹,1,4
63,泰好辣,1,2
64,请那么多水军,1,1
65,给我尬的呀,1,3
66,在我最喜爱的砂之国,1,5
67,那可泰好了,1,3
68,什么玩意,1,0
69,鸡哥比他好多了,1,3
70,要来丽,1,3
71,这个叫声,1,1
72,什么董明珠,1,2
73,我是一个特别裤子的人,1,4
74,转行演戏了,1,3
75,大型传销现场,1,4
76,跟鸡哥完全就不能比,1,2
77,脑袋空空就硬挤是吧,1,0
78,像我大姨,1,4
79,兄弟们来了来了,1,4
80,小学生说的比他溜,1,1
81,死亡高光,1,4
82,小仙女哇哇叫,1,2
83,要来力 要来力,1,2
84,笑死我了,1,2
85,台下一群大专生瞎叫唤,1,4
86,好油,1,3
87,自信的文盲,1,5
88,台下这些大姐都疯了,1,2
89,中专发言,1,4
90,怎么这么多托,1,3
91,这人是谁,1,3
92,滚nm的吧,1,2
93,emmm,1,3
94,尴尬癌犯了,1,2
95,叫啥,1,3
96,快坚持不下去了,1,5
97,救命,1,4
98,这谁,1,3
99,太尬了,1,3
100,男的女的,1,3
101,身高好身材确实好,1,5
102,开始吟唱,1,4
103,要来力喜,1,3
104,地铁老人手机,1,4
105,这是谁呀,1,3
106,bgm演奏的一绝,1,4
107,关键时刻bgm停,1,3
108,家电下乡,1,4
109,话没错,1,2
110,成为更好的中专生,1,4
111,他不觉得很尬吗,1,2
112,尬死我了,1,1
113,泰好了,1,2
114,要来辣,1,3
115,怎么变丑了,1,2
116,小年轻在这跳,1,4
117,我不寡,1,3
118,如约而至出现,1,3
119,没看出来,1,2
120,两岸猿声啼不住,1,2
121,请问这是何方神圣,1,4
122,泰  裤  辣,1,4
123,有个p,1,3
124,高潮来了,1,5
125,蓄力0,1,0
126,看得出来鼓手很累,1,4
127,我光想骂人,1,0
128,有什么意义,1,3
129,谢谢你的祝福很实用,1,5
130,台下尖叫的才是真恐怖,1,2
131,吐了,1,1
132,提前泰裤辣,1,2
133,背台词的感觉,1,5
134,这个B是谁,1,2
135,这姑娘是谁,1,4
136,还有女粉丝就离谱,1,3
137,信念感,1,5
138,玩尬是吧,1,3
139,台词挺有意思,1,5
140,这啥玩意,1,0
141,我不像你一样 ,1,2
142,我缓缓打出一个问号,1,4
143,让世界爱上中国造,1,5
144,这人男的女的,1,4
145,理解不了,1,2
146,第二个蔡徐坤是吧,1,4
147,妈妈只是什么呀,1,5
148,妈妈这是什么呀,1,5
149,我不理解脚趾扣地,1,1
150,暗黑董明珠,1,1
151,你以为你是谁,1,3
152,强行正能量,1,4
153,那可太酷辣,1,3
154,这台词好假,1,4
155,答辩,1,3
156,我想一搬砖拍死他,1,0
157,玫琳凯化妆的,1,5
158,你啥时候走,1,3
159,驼背了,1,3
160,要来啦,1,3
161,就很突然,1,4
162,chakura,1,3
163,王琳凯怎么变这样了,1,5
164,这什么穿搭,1,3
165,这踏马是王凯琳,1,5
166,是不是保加利亚妖王,1,5
167,脚趾已经扣地了,1,1
168,着了实在有点着不住,1,0
