,content,count,emo
0,哈哈哈哈哈哈哈,309,5
1,名场面,282,3
2,哈哈哈哈哈哈哈哈哈,270,5
3,哈哈哈哈哈哈哈哈,246,5
4,哈哈哈哈哈哈哈哈哈哈,232,5
5,哈哈哈哈哈哈,217,5
6,内向,156,2
7,哈哈哈哈哈,143,5
8,心爱的姑娘,79,5
9,指尖宇宙,71,5
10,商业互吹,71,0
11,亿点点,63,3
12,毕业快乐,59,5
13,前方名场面,57,4
14,信仰之跃,49,5
15,复旦之耻,48,4
16,正片开始,47,3
17,前方高能,46,4
18,复旦之光,39,4
19,鸭少,34,3
20,吸吸吸,32,1
21,欲言又止,31,2
22,PPAP,26,3
23,名场面合影,25,1
24,母哥,25,3
25,哈哈哈哈,25,5
26,因为你才是职业选手,24,3
27,财大nb,23,2
28,泪眼牛排,23,5
29,内向害羞,22,2
30,名场面预警,22,4
31,旗鼓相当的对手,22,3
32,财大NB,21,1
33,医学奇迹,21,5
34,梦开始的地方,20,3
35,内马尔,20,2
36,人类迷惑行为,20,5
37,名场面警告,19,3
38,我的MA呀,19,3
39,亿丢丢,18,3
40,暂停成功,17,5
41,哈哈哈,17,5
42,手语十级,17,2
43,明示三连,17,1
44,一跃解千愁,16,3
45,我的Ma呀,16,3
46,以下内容要求全文背诵,15,5
47,恭喜毕业,15,5
48,光着在草里打滚,14,1
49,出现了指尖宇宙,14,5
50,指间宇宙,14,5
51,哈哈哈哈哈哈哈嗝,14,5
52,校长办公室,14,5
53,达克萨伊魔塔,14,2
54,吸吸吸吸吸,13,0
55,痛失韩国市场,13,3
56,内 向,13,2
57,名 场 面,12,3
58,暗示三连,12,3
59,老番茄好帅,12,3
60,明示点赞,12,4
61,前方高能预警,12,5
62,腹语大师,12,5
63,光滑楼,11,3
64,好可爱,11,5
65,维他柠檬茶,11,5
66,吸吸吸吸,11,0
67,喂我,11,3
68,国际友好手势,10,2
69,原作石森章太郎,10,5
70,平平淡淡才是真,10,5
71,自闭,10,3
72,看起来不太聪明的亚子,10,2
73,全文背诵,10,5
74,但凡有一粒花生米,10,1
75,名  场  面,10,3
76,内  向,9,2
77,财大牛逼,9,4
78,吸吸吸吸吸吸,9,0
79,万恶之源,9,4
80,铁王座,9,5
81,内   向,9,2
82,不敢说话,9,0
83,复 旦 之 光,9,3
84,毒液怂包,9,1
85,中指好评,8,3
86,闭眼新世界,8,5
87,复  旦  之  光,8,3
88,经典永流传,8,5
89,正  片  开  始,8,2
90,前方名场面预警,8,4
91, 内 向 ,8,2
92,唇红齿白老番茄,8,2
93,经典咏流传,8,5
94,大型吹牛现场,8,0
95,真实,8,4
96,吸吸,8,1
97,吸吸吸吸吸吸吸吸吸吸,7,0
98,好帅,7,3
99,名场面名场面,7,3
100,手语老师,7,5
101,指尖宇宙论,7,5
102,三年之后又三年,7,2
103,亿点点亿丢丢,7,3
104,以下内容要求全部背诵,7,4
105,好可爱哈哈哈,7,5
106,腹语,7,3
107,啊喂我,7,3
108,排名1,7,0
109,久   等   了,7,3
110,前方核能,7,4
111,聊以什么,7,3
112,我以为是从外面爬,7,0
113,内     向,6,2
114,糟糕的台词,6,4
115,你就是职业选手,6,4
116,达克萨依魔塔,6,2
117,一跳解千愁,6,2
118,中指,6,3
119,非战斗人员请撤离,6,1
120,然后你保研了,6,5
121,指 尖 宇 宙,6,2
122,害羞,6,3
123,内 向 害 羞,6,1
124,心爱的姑娘鸭少,6,5
125,明场面,6,4
126,老番茄毕业快乐,6,5
127,母哥坚强,6,5
128,吸吸吸吸吸吸吸吸,6,0
129,我的ma呀,6,3
130,求路人视角,6,4
131,P P A P,6,5
132,哈哈哈哈哈好可爱,6,5
133,名场面哈哈哈哈哈哈,6,5
134,前方高萌,6,5
135,一小时前,6,3
136,老夫聊发少年狂,6,1
137,腹语大师老番茄,6,5
138,自什么,6,3
139,老番茄好帅啊,6,3
140,名   场   面,6,3
141,听我说谢谢你,6,3
142,三连暗示,6,3
143,反洗钱与金融犯罪,6,5
144,心 爱 的 姑 娘,6,5
145,啊哈哈哈哈哈哈哈哈,5,5
146,内向害羞老番茄,5,2
147,泪目,5,4
148,名场面来了,5,3
149,手语大师老番茄,5,5
150,你可真是个小机灵鬼,5,5
151,啊哈哈哈哈哈哈,5,5
152,名场面哈哈哈,5,5
153,复旦之光老番茄,5,4
154,番茄毕业快乐,5,5
155,求口红色号,5,1
156,记住这句话,5,2
157,他说话了,5,2
158,再来亿遍,5,3
159,好像不太聪明的亚子,5,1
160,我来组成弹幕,5,4
161,怂包,5,2
162,吸一吸,5,1
163,哈哈哈哈哈哈哈哈哈嗝,5,5
164,以下要求全文背诵,5,5
165,内    向,5,2
166,正 片 开 始,5,2
167,前方高能名场面,5,4
168,魔鬼,5,3
169,自夸小队,5,5
170,吸吸吸吸吸吸吸,5,0
171,好可爱哈哈哈哈哈哈,5,5
172,恭喜恭喜,5,5
173,亿点点体力,5,3
174,求BGM,5,2
175,三连,4,2
176,太真实了,4,3
177,复  旦  之  耻,4,4
178,帅哥你谁,4,5
179,我配我自己,4,3
180,一点点,4,3
181,哈哈哈哈嗝,4,3
182,复  仇  滚  木,4,4
183,合影,4,1
184,3F,4,3
185,吸吸吸吸吸吸吸吸吸,4,0
186,不太聪明的亚子,4,1
187,中指可还行,4,4
188,口红,4,2
189,内      向,4,2
190,不敢在镜头前说话,4,1
191,中指讲究,4,4
192,噗哈哈哈哈,4,5
193,笑死我了,4,2
194,噔噔咚,4,2
195,我的妈呀,4,3
196,手足无措,4,4
197,可悲的人生,4,5
198,太可爱了吧,4,4
199,久等了,4,3
200,我还以为从外面爬,4,1
201,哈哈哈哈哈哈好可爱,4,5
202,维他好评,4,3
203,维他柠檬茶打钱,4,5
204,红红火火恍恍惚惚,4,5
205,听着所谓天才,4,1
206,中指哈哈哈,4,5
207,久  等  了,4,3
208,汝听人言否,4,3
209,欢迎回来,4,2
210,冥场面,4,5
211,高能预警,4,4
212,欲 言 又 止,4,5
213,学霸,4,4
214,国际通用手势,4,0
215,光着在草上打滚,4,2
216,啊哈哈哈哈哈,4,5
217,承包空屏,4,0
218,种姓制度,4,4
219,亿点点和亿丢丢,4,3
220,哈哈哈哈好可爱,4,5
221,中指警告,4,3
222,我以前,4,3
223,死神来收人了,3,5
224,势均力敌的对手啊,3,3
225,我也毕业了,3,4
226,05倍新世界,3,5
227,哈哈哈哈哈哈哈好可爱,3,5
228,聋哑人,3,4
229,在指尖有一个宇宙,3,5
230,手语大师,3,5
231,手好好看,3,5
232,分 封 制,3,0
233,茄茄毕业快乐,3,5
234,中指哈哈哈哈哈,3,5
235,哈登,3,4
236,母哥来收人了,3,1
237,重点排名第一,3,2
238,教练你真娇弱,3,4
239,腹语十级,3,2
240,太可爱了,3,4
241,酒驾害人害己,3,0
242,前方冥场面,3,5
243,哈哈哈哈哈哈啊哈哈哈,3,5
244,手语满分,3,4
245,超级学霸,3,3
246,WE,3,3
247,噗哈哈哈哈哈,3,5
248,青年大学习,3,5
249,排名第一,3,1
250,这不是达克萨伊魔塔吗,3,1
251,拉风,3,2
252,截图干嘛愣着啊,3,0
253,vlog鬼才,3,3
254,这糟糕的台词,3,4
255,ppap,3,3
256,求bgm,3,2
257,全 文 背 诵,3,3
258,恭喜番茄,3,4
259,世界名画,3,5
260,光华楼一跃解千愁,3,4
261,中指哈哈哈哈哈哈哈哈,3,5
262,我看到了一个宇宙,3,5
263,喂他,3,3
264,后期配音,3,4
265,以前,3,3
266,骑电瓶车比开车帅,3,5
267,我也毕业啦,3,4
268,无证驾驶,3,2
269,正　　片　　开　　始,3,2
270,指尖宇宙哈哈哈,3,5
271,  内  向  ,3,2
272,哈哈哈哈哈嗝,3,5
273,打工是不可能打工的,3,4
274,国际手势,3,1
275,手语可还行,3,4
276,好可爱啊,3,5
277,鬼火少年,3,3
278,番滚,3,2
279,重新定义内向,3,2
280,一丢丢,3,2
281,见基行事,3,0
282,赤红的果子,3,2
283,商业自吹,3,3
284,胆小卑微的男孩子,3,1
285,我以为是在外面爬,3,0
286,那不就是你住的地方,3,1
287,欲言又止止言又欲,3,5
288,经 典 永 流 传,3,5
289,按E同步,3,4
290,三年又三年,3,2
291,阿巴阿巴,3,2
292,黑狼蛛,3,4
293,跑回去,3,2
294,不 敢 说 话,3,0
295,因为你就是职业选手,3,4
296,亿点,3,3
297,哈哈哈哈哈哈嗝,3,5
298,真心爱的姑娘,3,5
299,旧 病 复 发,3,2
300,力元君和啊吗粽,3,5
301,bgm好评,3,2
302,万  恶  之  源,3,4
303,不愧是你,3,5
304,所谓杀手,3,4
305,掘井,3,3
306,等等车锁,3,1
307,保佑我考研成功,3,3
308,名场面开始,3,3
309,迷惑行为,3,2
310,鸭少哈哈哈哈,3,5
311,太可爱了哈哈哈哈,3,5
312,不是从外面爬吗,3,0
313,车锁开了吗,3,2
314,死亡芭比粉,3,5
315,我以为是从外面,3,2
316,哈哈哈哈笑死我了,3,4
317,中指哈哈哈哈,3,5
318,出现了指间宇宙,3,5
319,开启了我心爱的小耗子,3,5
320,男人的快乐,3,5
321,切切好帅,3,2
322,复旦等我,3,5
323,烈焰红唇,3,2
324,掘井队员,3,3
325,然后就保研啦,3,5
326,233333,3,3
327,名场面要来了,3,3
328,我吐槽我自己,3,3
329,骑上我心爱的小摩托,3,5
330,社交恐惧,3,5
331,按F键跳楼,3,4
332,不要停下来啊,3,2
333,茄茄好可爱,3,5
334,前方名场面高能,3,4
335,种 姓 制 度,3,0
336,帅哥你是谁,3,5
337,铁王座哈哈哈,3,5
338,复仇滚木,3,5
339,三楼,3,2
340,电梯坏了,3,1
341,名场面预定,3,2
342,分  封  制,2,0
343,久 等 了,2,3
344,在草上光着打滚,2,2
345,卧槽年级第一,2,5
346,番茄说话了,2,2
347,维他柠檬茶好评,2,5
348,心爱的基友,2,5
349,欲  言  又  止,2,5
350,张某实,2,1
